,action,episode,reward,step,time_sec
1822,"4,1,1,0,1,3,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2,3,1,0,0",3,-171,383.0,1915
1823,"4,1,1,0,1,0,1,2,0,0,0,1,1,1,0,1,0,0,0,0,1,2,1,2,0,1,0,0",3,-171,384.0,1920
1824,"0,0,1,0,1,3,1,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,2,2,3,0,0",3,-176,385.0,1925
1825,"4,0,1,0,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,0,2,1,1,0,0",3,-175,386.0,1930
1826,"4,0,1,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,3,2,1,5,0",3,-181,387.0,1935
1827,"0,0,1,0,1,3,1,0,0,0,0,1,1,1,1,1,0,0,3,0,1,0,0,2,1,1,0,0",3,-187,388.0,1940
1828,"0,1,1,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,2,1,2,0",3,-187,389.0,1945
1829,"4,0,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2,2,3,0,0",3,-179,390.0,1950
1830,"4,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3,0,1,2,0,3,2,1,2,0",3,-183,391.0,1955
1831,"0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,3,0,1,2,0,0,0,3,2,0",3,-184,392.0,1960
1832,"0,1,1,0,1,3,1,0,0,0,0,0,0,1,1,1,0,0,3,0,1,3,0,2,2,3,2,0",3,-188,393.0,1965
1833,"0,0,1,0,1,3,1,0,0,0,0,0,1,1,0,1,0,0,3,0,1,0,0,3,2,1,2,1",3,-188,394.0,1970
1834,"4,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0,1",3,-184,395.0,1975
1835,"0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,3,0,1,3,0,0,0,1,0,0",3,-189,396.0,1980
1836,"4,0,1,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,1,3,2,0",3,-188,397.0,1985
1837,"4,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0,0,2,3,3,2,0",3,-184,398.0,1990
1838,"0,1,1,0,1,3,1,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,2,0,3,2,0",3,-177,399.0,1995
1839,"0,0,1,0,0,0,1,1,0,4,0,0,0,1,0,1,0,0,3,0,1,0,0,2,3,3,2,0",3,-171,400.0,2000
1840,"4,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,3,0,1,2,0,0,2,3,0,0",3,-168,401.0,2005
1841,"4,0,1,0,1,0,1,1,0,4,1,0,0,1,0,0,0,0,3,0,1,2,0,2,2,3,2,0",3,-160,402.0,2010
1842,"4,1,1,0,1,0,1,0,0,3,0,0,0,1,0,1,0,0,3,0,1,2,0,0,2,3,2,0",3,-158,403.0,2015
1843,"0,0,1,0,1,0,1,0,0,3,0,0,0,1,0,1,0,0,3,0,1,3,0,2,1,3,0,0",3,-160,404.0,2020
1844,"4,0,1,0,1,0,1,1,0,4,0,0,0,1,0,1,0,0,3,0,1,2,0,2,2,3,2,0",3,-170,405.0,2025
1845,"4,0,1,0,1,3,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,2,0,2,2,3,2,0",3,-168,406.0,2030
1846,"0,0,1,0,1,3,1,0,0,3,0,0,0,1,0,1,0,0,3,0,1,3,0,0,1,3,2,2",3,-171,407.0,2035
1847,"4,1,1,0,1,3,1,1,0,4,0,0,0,1,0,1,0,0,1,0,1,2,0,2,1,3,2,0",3,-173,408.0,2040
1848,"4,0,1,0,1,3,1,0,0,3,1,0,0,1,0,0,0,0,3,0,1,0,0,2,3,3,2,0",3,-176,409.0,2045
1849,"4,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,3,0,1,0,0,0,0,1,0,0",3,-169,410.0,2050
1850,"0,0,1,0,1,3,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,2,0,2,1,3,2,0",3,-160,411.0,2055
1851,"0,0,1,1,1,0,1,0,0,3,0,0,0,1,0,1,0,2,3,0,1,3,0,2,1,3,2,0",3,-171,412.0,2060
1852,"4,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0,0,3,1,2,0",3,-178,413.0,2065
1853,"4,1,1,0,1,0,1,2,0,4,1,0,1,1,0,0,0,0,3,0,1,0,0,2,1,3,2,0",3,-175,414.0,2070
1854,"4,0,1,0,1,3,1,1,0,3,1,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1,0,0",3,-178,415.0,2075
1855,"4,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,1,0,0,2,1,3,2,0",3,-175,416.0,2080
1856,"4,0,1,1,1,3,1,1,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,3,1,5,0",3,-176,417.0,2085
1857,"0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,3,0,1,3,0,0,2,3,0,0",3,-177,418.0,2090
1858,"4,0,1,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,3,0,1,3,0,2,1,1,2,0",3,-179,419.0,2095
1859,"0,1,1,1,1,3,1,1,0,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,3,3,0,0",3,-172,420.0,2100
1860,"4,0,1,0,1,0,1,2,0,1,1,0,1,0,0,0,0,0,3,0,1,3,0,2,3,3,0,0",3,-177,421.0,2105
1861,"0,1,1,0,1,3,1,1,0,0,1,0,1,0,0,1,0,0,3,0,1,3,0,3,1,1,2,0",3,-176,422.0,2110
1862,"4,0,1,0,1,3,1,1,0,0,1,0,1,1,0,1,0,0,3,0,1,3,0,0,3,1,0,0",3,-179,423.0,2115
1863,"4,0,1,0,1,3,1,2,0,0,1,0,1,0,0,1,0,0,3,0,1,3,0,2,1,3,0,0",3,-176,424.0,2120
1864,"4,0,1,0,1,3,1,1,0,0,1,0,1,0,0,1,0,0,3,0,1,3,0,2,3,3,2,0",3,-178,425.0,2125
1865,"0,0,1,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,3,0,1,2,0,0,0,1,1,0",3,-181,426.0,2130
1866,"0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,3,0,2,1,3,5,0",3,-180,427.0,2135
1867,"0,0,1,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,3,0,1,3,0,0,3,1,2,0",3,-181,428.0,2140
1868,"4,0,1,0,1,3,1,1,0,0,1,0,0,0,0,1,0,0,3,0,1,3,0,2,1,1,2,1",3,-179,429.0,2145
1869,"0,0,1,1,1,3,1,2,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,2,3,1,2,1",3,-183,430.0,2150
1870,"0,1,1,1,1,3,1,0,0,3,1,0,0,0,0,1,0,0,3,0,1,0,0,2,3,3,0,1",3,-182,431.0,2155
1871,"0,0,1,1,1,3,1,2,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,3,3,0,1",3,-190,432.0,2160
1872,"4,0,1,1,1,0,1,0,0,3,1,0,0,0,0,1,0,0,3,0,1,0,0,2,3,3,2,1",3,-184,433.0,2165
1873,"0,0,1,1,0,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,1,3,0,0,3,1,2,2",3,-174,434.0,2170
1874,"0,0,1,0,1,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,3,0,2,3,3,2,2",3,-174,435.0,2175
1875,"4,0,1,0,1,3,1,0,0,3,1,0,0,0,0,1,0,0,0,0,1,3,0,2,3,3,0,0",3,-183,436.0,2180
1876,"4,0,1,0,1,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3,0,2,1,3,2,2",3,-186,437.0,2185
1877,"0,1,1,1,1,3,1,1,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,2,3,1,0,0",3,-184,438.0,2190
1878,"0,0,1,0,1,3,1,1,0,3,0,0,1,0,0,1,0,0,3,0,1,3,0,2,3,3,0,1",3,-185,439.0,2195
1879,"0,0,1,0,1,3,1,1,0,3,1,0,0,0,0,1,0,0,3,0,1,3,0,2,1,3,2,1",3,-189,440.0,2200
1880,"4,0,1,0,1,3,1,2,0,3,1,0,3,1,0,1,0,0,3,0,1,0,0,2,3,1,2,1",3,-185,441.0,2205
1881,"4,0,1,0,1,1,1,0,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,2,3,3,5,2",3,-177,442.0,2210
1882,"0,1,1,0,1,3,1,2,0,3,0,1,0,1,0,1,0,0,3,0,1,0,0,2,3,1,1,2",3,-182,443.0,2215
1883,"4,1,1,0,1,3,1,2,0,4,0,0,0,1,0,1,0,0,0,0,1,3,0,2,3,1,2,0",3,-180,444.0,2220
1884,"0,0,1,0,1,3,1,2,0,0,0,0,1,1,0,1,0,0,3,0,1,3,0,3,3,1,5,0",3,-177,445.0,2225
1885,"0,0,1,0,1,3,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,3,0,0,1,1,5,1",3,-192,446.0,2230
1886,"0,0,1,0,1,3,1,1,0,4,0,0,0,1,0,1,0,0,3,0,1,3,0,0,1,1,5,0",3,-194,447.0,2235
1887,"4,0,1,0,1,3,1,2,0,1,0,0,0,1,0,1,0,0,3,0,1,0,0,2,3,3,2,2",3,-195,448.0,2240
1888,"0,0,1,0,1,3,1,2,0,3,0,0,0,1,0,1,0,0,3,0,1,0,0,2,3,1,3,0",3,-193,449.0,2245
1889,"0,0,1,0,0,3,1,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,3,2,1",3,-188,450.0,2250
1890,"0,0,1,0,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,2,3,1,1,1",3,-191,451.0,2255
1891,"4,0,1,0,0,3,1,1,0,4,0,0,0,1,0,1,0,0,0,0,1,3,0,0,3,3,2,1",3,-187,452.0,2260
1892,"4,0,1,0,0,3,1,3,0,3,0,0,1,1,0,1,0,0,0,0,1,3,0,2,3,1,3,2",3,-193,453.0,2265
1893,"0,0,1,0,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,2,3,1,2,0",3,-190,454.0,2270
1894,"0,0,1,0,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,2,3,1,5,1",3,-191,455.0,2275
1895,"0,0,1,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,2,1,3,0,2",3,-188,456.0,2280
1896,"4,0,1,0,0,3,1,1,0,4,0,0,0,1,0,1,0,0,0,0,1,3,0,0,3,1,5,1",3,-191,457.0,2285
1897,"0,0,1,0,1,3,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,3,0,2,1,3,3,2",3,-189,458.0,2290
1898,"0,0,1,0,1,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,3,1,3,0",3,-198,459.0,2295
1899,"4,0,1,0,1,3,1,1,0,0,0,0,1,1,0,1,0,0,3,0,1,3,0,2,1,3,3,0",3,-197,460.0,2300
1900,"4,0,1,0,1,3,1,1,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,3,3,2,2",3,-197,461.0,2305
1901,"0,0,1,0,1,3,1,1,0,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,1,3,2",3,-198,462.0,2310
1902,"0,0,1,0,1,3,1,1,0,0,0,0,1,1,0,2,0,0,3,0,0,3,0,2,3,3,0,2",3,-194,463.0,2315
1903,"0,0,1,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,3,0,0,3,0,3,3,3,2,0",3,-200,464.0,2320
1904,"4,0,1,0,1,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,3,1,0,0",3,-192,465.0,2325
1905,"4,0,1,0,1,3,1,1,0,4,0,1,1,1,0,2,0,0,0,0,0,3,0,3,3,1,2,1",3,-193,466.0,2330
1906,"0,0,1,0,1,0,1,1,0,3,0,1,0,1,1,2,0,0,0,0,0,3,0,3,3,1,2,2",3,-194,467.0,2335
1907,"0,0,1,0,1,3,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,3,3,1,0,0",3,-196,468.0,2340
1908,"0,0,1,0,1,3,1,1,0,4,0,0,1,1,1,2,0,0,0,0,1,3,0,2,3,3,5,2",3,-189,469.0,2345
1909,"0,0,1,0,0,3,1,1,0,4,0,0,0,1,1,2,0,0,0,0,1,3,0,3,3,1,5,2",3,-191,470.0,2350
1910,"0,0,1,0,0,3,1,1,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,1,3,1,5,0",3,-191,471.0,2355
1911,"0,0,1,0,1,3,1,2,0,4,0,0,0,1,1,3,0,0,0,0,0,2,0,2,0,3,0,0",3,-190,472.0,2360
1912,"0,0,1,0,1,3,1,1,0,4,0,0,0,1,0,1,0,0,0,0,0,2,0,0,3,1,5,0",3,-196,473.0,2365
1913,"4,0,1,0,1,3,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,1,1,5,0",3,-196,474.0,2370
1914,"0,0,1,0,1,3,1,2,0,0,0,0,1,1,1,1,0,0,3,0,1,0,0,3,3,1,5,0",3,-203,475.0,2375
1915,"4,0,1,0,1,3,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,5,0",3,-202,476.0,2380
1916,"4,0,1,0,1,3,1,2,0,0,0,0,3,1,0,1,0,0,3,0,1,0,0,2,3,3,0,0",3,-205,477.0,2385
1917,"4,0,1,0,1,3,1,0,0,4,0,0,3,1,0,1,0,0,3,0,1,0,0,2,3,3,0,0",3,-206,478.0,2390
1918,"0,0,1,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,3,0,1,2,0,3,1,1,5,0",3,-204,479.0,2395
1919,"0,0,1,0,1,0,1,1,0,4,0,0,1,1,1,1,0,0,3,0,1,0,0,3,3,3,5,0",3,-198,480.0,2400
1920,"4,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,3,5,0",3,-199,481.0,2405
1921,"0,1,1,0,1,3,1,2,0,0,0,0,1,1,1,1,0,0,3,0,1,0,0,2,3,3,2,0",3,-198,482.0,2410
1922,"4,0,1,0,1,3,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,3,3,0,0",3,-205,483.0,2415
1923,"0,0,1,0,1,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,3,1,0,0",3,-211,484.0,2420
1924,"0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,1,3,0,3,3,3,2,0",3,-211,485.0,2425
1925,"0,1,1,0,1,0,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,2,3,3,2,0",3,-210,486.0,2430
1926,"0,1,1,0,1,3,1,1,0,0,0,0,0,1,1,2,0,0,0,0,1,3,0,0,3,1,0,0",3,-210,487.0,2435
1927,"0,0,1,0,1,0,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,2,3,1,5,0",3,-212,488.0,2440
1928,"0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,3,3,2,0",3,-212,489.0,2445
1929,"0,1,1,0,1,0,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,2,3,1,0,0",3,-205,490.0,2450
1930,"0,1,1,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,3,1,5,0",3,-209,491.0,2455
1931,"0,1,1,0,1,0,1,1,0,4,0,0,0,1,1,1,0,0,0,0,1,2,0,0,3,3,2,0",3,-205,492.0,2460
1932,"0,1,1,0,1,0,1,2,0,1,0,0,1,1,1,1,0,0,0,0,1,2,0,2,3,3,0,0",3,-211,493.0,2465
1933,"0,1,1,0,1,0,1,1,0,4,0,0,1,1,1,1,0,0,3,0,1,2,0,3,3,3,0,0",3,-204,494.0,2470
1934,"0,1,1,0,1,0,1,1,0,4,0,0,0,1,1,1,0,0,0,0,1,2,0,3,3,3,2,0",3,-206,495.0,2475
1935,"0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,3,3,3,2,0",3,-212,496.0,2480
1936,"0,1,1,0,1,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,3,3,3,2,0",3,-215,497.0,2485
1937,"0,1,1,0,1,0,1,2,0,0,0,0,3,1,1,1,0,0,0,0,1,2,0,2,3,3,0,0",3,-223,498.0,2490
1938,"0,1,1,0,1,1,1,2,0,0,0,0,3,1,1,1,0,0,0,2,1,2,0,2,3,1,5,0",3,-226,499.0,2495
1939,"0,1,1,0,1,3,1,0,0,4,0,0,1,1,1,1,0,0,0,0,1,2,0,3,3,3,5,0",3,-224,500.0,2500
1940,"0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,2,3,3,5,0",3,-224,501.0,2505
1941,"0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,3,3,0,0,0",3,-217,502.0,2510
1942,"0,1,1,0,1,3,1,2,0,0,0,0,2,1,1,1,0,0,0,0,1,2,0,2,3,0,0,0",3,-212,503.0,2515
1943,"0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,3,1,5,0",3,-221,504.0,2520
1944,"0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,2,1,2,0,2,3,0,5,0",3,-220,505.0,2525
1945,"0,1,1,0,1,0,1,1,0,0,0,0,3,1,1,1,0,0,0,0,1,2,0,0,3,1,5,0",3,-222,506.0,2530
1946,"0,1,1,0,1,0,1,2,0,0,0,0,3,1,1,1,0,0,0,0,1,2,0,0,3,1,5,0",3,-226,507.0,2535
1947,"0,1,1,0,1,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,3,0,2,0",3,-231,508.0,2540
1948,"0,1,1,0,1,0,1,2,0,0,0,0,3,1,1,1,0,0,0,0,1,2,0,0,3,1,2,0",3,-234,509.0,2545
1949,"0,1,1,0,1,0,1,2,0,0,0,0,3,1,1,1,0,0,0,0,1,2,0,2,3,0,2,0",3,-233,510.0,2550
1950,"0,1,1,0,1,0,1,1,0,0,0,0,3,1,1,1,0,0,0,0,1,2,0,0,3,0,5,0",3,-229,511.0,2555
1951,"0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,3,3,1,2,0",3,-229,512.0,2560
1952,"0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,3,0,2,0",3,-225,513.0,2565
1953,"0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,3,1,5,0",3,-227,514.0,2570
1954,"0,1,1,0,1,0,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,3,3,1,5,0",3,-228,515.0,2575
1955,"4,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,1,2,0,3,3,0,2,0",3,-220,516.0,2580
1956,"4,1,1,0,1,0,1,2,0,0,0,0,1,1,0,2,0,0,0,0,1,2,0,3,0,0,2,0",3,-217,517.0,2585
1957,"0,1,1,0,1,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,3,3,0,2,0",3,-220,518.0,2590
1958,"0,1,1,0,1,0,1,2,0,3,0,0,1,1,0,2,0,0,3,0,1,3,0,3,1,1,0,1",3,-223,519.0,2595
1959,"0,1,1,0,1,0,1,2,0,4,0,0,1,1,1,1,0,0,0,0,1,0,0,3,3,1,3,0",3,-220,520.0,2600
1960,"0,1,1,0,1,0,1,2,0,3,0,1,1,1,1,2,0,0,3,0,1,2,0,3,3,1,3,0",3,-220,521.0,2605
1961,"0,1,1,0,1,0,1,2,0,3,0,1,1,1,1,2,0,0,3,0,1,3,0,0,3,1,3,2",3,-220,522.0,2610
1962,"0,1,1,0,1,0,1,2,0,4,0,1,1,1,1,2,0,0,0,0,1,3,0,3,3,1,3,1",3,-218,523.0,2615
1963,"0,0,1,0,1,0,1,2,0,3,0,1,1,1,1,1,0,0,3,0,1,3,0,3,3,1,2,0",3,-214,524.0,2620
1964,"4,1,1,0,1,0,1,2,0,3,0,1,1,1,1,1,0,0,3,0,1,3,0,2,3,1,0,0",3,-209,525.0,2625
1965,"0,1,1,0,1,0,1,2,0,4,0,1,1,1,1,1,0,0,0,0,1,3,0,3,3,1,0,0",3,-205,526.0,2630
1966,"4,1,1,0,1,0,1,2,0,3,0,0,1,1,1,1,0,0,0,2,1,3,0,3,3,1,0,0",3,-214,527.0,2635
1967,"4,1,1,0,1,0,1,2,0,3,0,1,1,1,1,1,0,0,0,0,1,3,0,2,3,1,0,0",3,-220,528.0,2640
1968,"4,1,1,0,1,0,1,2,0,3,0,1,1,1,1,1,0,0,0,2,1,3,1,2,1,3,0,0",3,-219,529.0,2645
1969,"0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,2,1,2,0,3,3,3,0,0",3,-218,530.0,2650
1970,"4,1,1,0,1,0,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,2,3,3,0,0",3,-223,531.0,2655
1971,"0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,3,0,3,0,3,3,0",3,-225,532.0,2660
1972,"0,1,1,0,1,0,1,1,0,4,0,1,1,1,1,1,0,0,0,0,1,0,0,0,3,3,3,0",3,-223,533.0,2665
1973,"4,1,1,0,1,0,1,2,0,3,0,1,1,1,1,2,0,0,0,0,1,0,0,2,3,3,3,0",3,-228,534.0,2670
1974,"4,1,1,0,1,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,3,0,3,3,0",3,-230,535.0,2675
1975,"4,1,1,0,1,0,1,2,0,3,0,0,1,0,1,1,0,0,0,0,1,3,0,3,3,3,2,0",3,-229,536.0,2680
1976,"4,1,1,0,1,0,1,1,0,4,0,0,1,0,1,2,0,0,0,0,1,0,0,3,3,3,3,0",3,-230,537.0,2685
1977,"4,1,1,0,1,0,1,1,0,3,0,0,1,0,1,2,0,0,0,0,1,0,0,3,3,3,3,0",3,-235,538.0,2690
1978,"4,1,1,0,1,0,1,2,0,3,0,0,1,0,1,2,0,0,0,2,1,0,0,3,3,3,3,0",3,-235,539.0,2695
1979,"0,1,1,0,1,0,1,0,0,4,0,0,1,0,1,3,0,0,0,2,1,0,0,0,3,3,3,0",3,-227,540.0,2700
1980,"4,1,1,0,1,0,1,0,0,3,0,0,0,0,1,2,0,0,0,2,1,0,0,2,3,3,3,0",3,-232,541.0,2705
1981,"4,1,1,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,3,3,0",3,-238,542.0,2710
1982,"4,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,3,3,2,0",3,-238,543.0,2715
1983,"4,1,1,0,1,0,1,1,0,0,0,1,0,0,0,3,0,0,3,0,1,0,0,2,3,3,2,0",3,-249,544.0,2720
1984,"4,1,1,0,1,0,1,1,0,4,0,1,0,0,1,2,0,0,0,0,1,0,0,2,3,3,2,1",3,-244,545.0,2725
1985,"4,1,1,0,1,0,1,1,0,3,0,1,0,0,1,3,0,0,3,0,1,0,0,2,3,3,2,2",3,-249,546.0,2730
1986,"4,1,1,0,1,0,1,1,0,4,0,1,0,0,1,2,0,0,3,0,1,0,0,3,3,3,2,0",3,-249,547.0,2735
1987,"4,1,1,0,1,0,1,1,0,0,0,1,0,0,1,2,0,0,3,0,1,0,0,0,3,3,2,0",3,-251,548.0,2740
1988,"4,1,1,0,1,0,1,1,0,0,0,1,0,0,1,3,0,0,3,0,1,0,0,2,3,3,2,0",3,-248,549.0,2745
1989,"4,1,1,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,3,0,1,0,0,2,3,3,2,0",3,-251,550.0,2750
1990,"4,1,1,0,1,0,1,1,0,0,0,1,0,0,1,2,0,0,3,0,1,0,0,2,3,3,2,1",3,-245,551.0,2755
1991,"4,1,1,0,1,0,1,1,0,4,0,0,0,0,1,2,0,0,3,0,1,0,0,0,3,3,2,0",3,-235,552.0,2760
1992,"4,1,1,0,1,0,1,1,0,3,0,0,0,0,1,2,0,0,3,0,1,0,0,2,3,3,2,2",3,-238,553.0,2765
1993,"4,1,1,0,1,0,1,1,0,3,0,0,0,0,1,2,0,0,3,0,1,0,0,3,3,3,2,2",3,-245,554.0,2770
1994,"4,1,1,0,1,0,1,1,0,3,0,0,0,0,1,2,0,0,3,0,1,0,0,3,3,3,2,0",3,-245,555.0,2775
1995,"4,1,1,0,1,0,1,1,0,4,0,0,0,0,1,2,1,0,3,0,1,0,0,3,3,3,2,0",3,-239,556.0,2780
1996,"4,1,1,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,3,0,1,0,0,3,3,3,2,0",3,-234,557.0,2785
1997,"4,1,1,0,1,0,1,1,0,4,0,0,0,0,1,3,0,0,3,0,0,0,0,2,3,3,2,0",3,-221,558.0,2790
1998,"4,1,1,0,1,0,1,1,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,2,0",3,-210,559.0,2795
1999,"4,1,1,1,1,0,1,1,0,3,0,0,0,0,0,1,0,2,3,2,1,0,1,2,0,3,2,0",3,-212,560.0,2800
2000,"0,0,1,1,1,0,1,1,0,4,0,0,0,0,1,1,0,0,3,0,1,0,0,3,3,3,2,0",3,-208,561.0,2805
2001,"4,1,1,1,1,0,1,1,0,3,0,0,0,0,0,1,0,0,0,2,1,0,1,2,3,3,2,0",3,-199,562.0,2810
2002,"4,0,1,0,1,0,1,1,0,0,1,0,0,1,0,3,0,0,3,0,1,0,0,3,3,3,2,0",3,-195,563.0,2815
2003,"4,1,1,0,1,0,1,1,0,0,0,0,0,1,0,3,0,0,3,0,1,0,1,2,3,3,2,0",3,-199,564.0,2820
2004,"4,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,2,3,3,2,0",3,-191,565.0,2825
2005,"4,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,2,3,3,2,0",3,-188,566.0,2830
2006,"4,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,2,3,3,2,0",3,-183,567.0,2835
2007,"4,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,3,3,3,2,0",3,-188,568.0,2840
2008,"4,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,2,3,3,2,0",3,-186,569.0,2845
2009,"0,1,1,0,1,0,1,1,0,4,0,0,0,1,0,1,0,0,3,0,1,0,1,0,0,3,2,0",3,-181,570.0,2850
2010,"4,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,1,0,0,0,3,3,2,0",3,-185,571.0,2855
2011,"4,1,1,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,3,0,1,0,0,2,3,3,2,0",3,-184,572.0,2860
2012,"4,1,1,0,1,0,1,1,0,0,1,0,0,1,1,3,0,0,3,0,1,0,0,2,3,3,2,0",3,-193,573.0,2865
2013,"4,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,3,0,1,0,0,3,3,1,3,0",3,-198,574.0,2870
2014,"4,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,3,3,5,0",3,-205,575.0,2875
2015,"4,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,3,0,1,0,0,2,3,3,2,0",3,-202,576.0,2880
